INTERVAL_DATETIME,REGIONID,LOAD_DATE,OPERATIONAL_DEMAND_POE10,OPERATIONAL_DEMAND_POE50,OPERATIONAL_DEMAND_POE90,LASTCHANGED
2/24/2023 23:00,NSW1,2/24/2023 22:27,7778,7671,7564,2/24/2023 22:27
2/24/2023 23:30,NSW1,2/24/2023 22:57,7619,7514,7409,2/24/2023 22:57
2/25/2023 0:00,NSW1,2/24/2023 22:57,7494,7378,7263,2/24/2023 22:57
2/25/2023 0:30,NSW1,2/24/2023 23:57,7324,7205,7087,2/24/2023 23:57
2/25/2023 1:00,NSW1,2/25/2023 0:27,7129,7014,6899,2/25/2023 0:27
2/25/2023 1:30,NSW1,2/25/2023 0:58,6770,6660,6551,2/25/2023 0:58
2/25/2023 2:00,NSW1,2/25/2023 1:28,6610,6503,6396,2/25/2023 1:28
2/25/2023 2:30,NSW1,2/25/2023 1:57,6408,6304,6201,2/25/2023 1:57
2/25/2023 3:00,NSW1,2/25/2023 2:28,6397,6293,6190,2/25/2023 2:28
2/25/2023 3:30,NSW1,2/25/2023 2:57,6324,6222,6120,2/25/2023 2:57
2/25/2023 4:00,NSW1,2/25/2023 3:27,6323,6221,6118,2/25/2023 3:27
2/25/2023 4:30,NSW1,2/25/2023 3:58,6422,6318,6214,2/25/2023 3:58
2/25/2023 5:00,NSW1,2/25/2023 4:28,6464,6360,6255,2/25/2023 4:28
2/25/2023 5:30,NSW1,2/25/2023 4:58,6679,6571,6463,2/25/2023 4:58
2/25/2023 6:00,NSW1,2/25/2023 5:28,6877,6766,6654,2/25/2023 5:28
2/25/2023 6:30,NSW1,2/25/2023 5:57,7011,6898,6785,2/25/2023 5:57
2/25/2023 7:00,NSW1,2/25/2023 6:28,6989,6876,6763,2/25/2023 6:28
2/25/2023 7:30,NSW1,2/25/2023 6:58,6995,6882,6769,2/25/2023 6:58
2/25/2023 8:00,NSW1,2/25/2023 7:27,6793,6683,6573,2/25/2023 7:27
2/25/2023 8:30,NSW1,2/25/2023 7:57,6536,6431,6325,2/25/2023 7:57
2/25/2023 9:00,NSW1,2/25/2023 8:27,6305,6203,6101,2/25/2023 8:27
2/25/2023 9:30,NSW1,2/25/2023 8:57,6079,5981,5883,2/25/2023 8:57
2/25/2023 10:00,NSW1,2/25/2023 9:27,5940,5844,5747,2/25/2023 9:27
2/25/2023 10:30,NSW1,2/25/2023 9:57,5815,5721,5627,2/25/2023 9:57
2/25/2023 11:00,NSW1,2/25/2023 10:27,5860,5765,5670,2/25/2023 10:27
2/25/2023 11:30,NSW1,2/25/2023 10:57,5743,5651,5558,2/25/2023 10:57
2/25/2023 12:00,NSW1,2/25/2023 11:27,5793,5699,5606,2/25/2023 11:27
2/25/2023 12:30,NSW1,2/25/2023 11:57,5726,5633,5541,2/25/2023 11:57
2/25/2023 13:00,NSW1,2/25/2023 12:27,5920,5824,5729,2/25/2023 12:27
2/25/2023 13:30,NSW1,2/25/2023 12:58,5868,5773,5678,2/25/2023 12:58
2/25/2023 14:00,NSW1,2/25/2023 13:27,5932,5836,5740,2/25/2023 13:27
2/25/2023 14:30,NSW1,2/25/2023 13:57,6093,5995,5896,2/25/2023 13:57
2/25/2023 15:00,NSW1,2/25/2023 14:27,6232,6132,6031,2/25/2023 14:27
2/25/2023 15:30,NSW1,2/25/2023 14:57,6639,6532,6425,2/25/2023 14:57
2/25/2023 16:00,NSW1,2/25/2023 15:27,6918,6806,6694,2/25/2023 15:27
2/25/2023 16:30,NSW1,2/25/2023 15:57,7376,7256,7137,2/25/2023 15:57
2/25/2023 17:00,NSW1,2/25/2023 16:27,7906,7778,7650,2/25/2023 16:27
2/25/2023 17:30,NSW1,2/25/2023 16:57,8189,8057,7924,2/25/2023 16:57
2/25/2023 18:00,NSW1,2/25/2023 17:27,8653,8513,8373,2/25/2023 17:27
2/25/2023 18:30,NSW1,2/25/2023 17:57,8623,8483,8344,2/25/2023 17:57
2/25/2023 19:00,NSW1,2/25/2023 18:27,8697,8557,8416,2/25/2023 18:27
2/25/2023 19:30,NSW1,2/25/2023 18:57,8620,8481,8341,2/25/2023 18:57
2/25/2023 20:00,NSW1,2/25/2023 19:27,8381,8246,8110,2/25/2023 19:27
2/25/2023 20:30,NSW1,2/25/2023 19:57,8226,8093,7960,2/25/2023 19:57
2/25/2023 21:00,NSW1,2/25/2023 20:27,8047,7917,7787,2/25/2023 20:27
2/25/2023 21:30,NSW1,2/25/2023 20:57,7945,7816,7688,2/25/2023 20:57
2/25/2023 22:00,NSW1,2/25/2023 21:27,7810,7683,7557,2/25/2023 21:27
2/25/2023 22:30,NSW1,2/25/2023 21:57,7737,7612,7486,2/25/2023 21:57
2/25/2023 23:00,NSW1,2/25/2023 22:27,7563,7441,7319,2/25/2023 22:27
2/25/2023 23:30,NSW1,2/25/2023 22:57,7402,7283,7163,2/25/2023 22:57
2/26/2023 0:00,NSW1,2/25/2023 22:57,7258,7125,6993,2/25/2023 22:57
2/26/2023 0:30,NSW1,2/25/2023 23:57,7098,6963,6829,2/25/2023 23:57
2/26/2023 1:00,NSW1,2/26/2023 0:27,6867,6737,6607,2/26/2023 0:27
2/26/2023 1:30,NSW1,2/26/2023 0:57,6608,6483,6358,2/26/2023 0:57
2/26/2023 2:00,NSW1,2/26/2023 1:28,6426,6304,6182,2/26/2023 1:28
2/26/2023 2:30,NSW1,2/26/2023 2:00,6314.87,6196,6076.14,2/26/2023 2:00
2/26/2023 3:00,NSW1,2/26/2023 2:29,6299,6180,6061,2/26/2023 2:29
2/26/2023 3:30,NSW1,2/26/2023 2:58,6206,6088,5971,2/26/2023 2:58
2/26/2023 4:00,NSW1,2/26/2023 3:28,6229,6111,5994,2/26/2023 3:28
2/26/2023 4:30,NSW1,2/26/2023 3:58,6250,6132,6014,2/26/2023 3:58
2/26/2023 5:00,NSW1,2/26/2023 4:27,6322,6202,6083,2/26/2023 4:27
2/26/2023 5:30,NSW1,2/26/2023 4:57,6414,6292,6171,2/26/2023 4:57
2/26/2023 6:00,NSW1,2/26/2023 5:27,6526,6402,6279,2/26/2023 5:27
2/26/2023 6:30,NSW1,2/26/2023 5:57,6650,6525,6399,2/26/2023 5:57
2/26/2023 7:00,NSW1,2/26/2023 6:27,6688,6561,6435,2/26/2023 6:27
2/26/2023 7:30,NSW1,2/26/2023 6:57,6588,6464,6339,2/26/2023 6:57
2/26/2023 8:00,NSW1,2/26/2023 7:27,6574,6450,6325,2/26/2023 7:27
2/26/2023 8:30,NSW1,2/26/2023 7:57,6412,6291,6170,2/26/2023 7:57
2/26/2023 9:00,NSW1,2/26/2023 8:27,6332,6212,6092,2/26/2023 8:27
2/26/2023 9:30,NSW1,2/26/2023 8:57,6011,5898,5784,2/26/2023 8:57
2/26/2023 10:00,NSW1,2/26/2023 9:27,5661,5554,5447,2/26/2023 9:27
2/26/2023 10:30,NSW1,2/26/2023 9:57,5630,5524,5417,2/26/2023 9:57
2/26/2023 11:00,NSW1,2/26/2023 10:27,5470,5367,5263,2/26/2023 10:27
2/26/2023 11:30,NSW1,2/26/2023 10:58,5535,5430,5325,2/26/2023 10:58
2/26/2023 12:00,NSW1,2/26/2023 11:27,5711,5603,5495,2/26/2023 11:27
2/26/2023 12:30,NSW1,2/26/2023 11:57,5949,5836,5724,2/26/2023 11:57
2/26/2023 13:00,NSW1,2/26/2023 12:27,6048,5934,5819,2/26/2023 12:27
2/26/2023 13:30,NSW1,2/26/2023 12:57,6447,6325,6203,2/26/2023 12:57
2/26/2023 14:00,NSW1,2/26/2023 13:27,6775,6647,6519,2/26/2023 13:27
2/26/2023 14:30,NSW1,2/26/2023 13:57,7203,7067,6931,2/26/2023 13:57
2/26/2023 15:00,NSW1,2/26/2023 14:27,7703,7557,7411,2/26/2023 14:27
2/26/2023 15:30,NSW1,2/26/2023 14:57,8393,8234,8075,2/26/2023 14:57
2/26/2023 16:00,NSW1,2/26/2023 15:27,8687,8522,8358,2/26/2023 15:27
2/26/2023 16:30,NSW1,2/26/2023 15:57,9428,9249,9071,2/26/2023 15:57
2/26/2023 17:00,NSW1,2/26/2023 16:28,9997,9808,9619,2/26/2023 16:28
2/26/2023 17:30,NSW1,2/26/2023 16:58,10161,9969,9777,2/26/2023 16:58
2/26/2023 18:00,NSW1,2/26/2023 17:27,10169,9976,9784,2/26/2023 17:27
2/26/2023 18:30,NSW1,2/26/2023 17:57,10168,9975,9783,2/26/2023 17:57
2/26/2023 19:00,NSW1,2/26/2023 18:28,10076,9885,9695,2/26/2023 18:28
2/26/2023 19:30,NSW1,2/26/2023 18:57,9917,9730,9542,2/26/2023 18:57
2/26/2023 20:00,NSW1,2/26/2023 19:27,9716,9533,9349,2/26/2023 19:27
2/26/2023 20:30,NSW1,2/26/2023 19:57,9384,9207,9029,2/26/2023 19:57
2/26/2023 21:00,NSW1,2/26/2023 20:27,9011,8841,8670,2/26/2023 20:27
2/26/2023 21:30,NSW1,2/26/2023 20:57,8718,8553,8389,2/26/2023 20:57
2/26/2023 22:00,NSW1,2/26/2023 21:27,8415,8256,8097,2/26/2023 21:27
2/26/2023 22:30,NSW1,2/26/2023 21:57,8214,8059,7904,2/26/2023 21:57
2/26/2023 23:00,NSW1,2/26/2023 22:27,7910,7760,7611,2/26/2023 22:27
2/26/2023 23:30,NSW1,2/26/2023 22:57,7679,7534,7389,2/26/2023 22:57
2/27/2023 0:00,NSW1,2/26/2023 22:57,7523,7348,7172,2/26/2023 22:57
2/27/2023 0:30,NSW1,2/26/2023 23:57,7358,7226,7095,2/26/2023 23:57
2/27/2023 1:00,NSW1,2/27/2023 0:27,7152,7024,6897,2/27/2023 0:27
2/27/2023 1:30,NSW1,2/27/2023 0:57,6899,6775,6652,2/27/2023 0:57
2/27/2023 2:00,NSW1,2/27/2023 1:27,6765,6644,6523,2/27/2023 1:27
2/27/2023 2:30,NSW1,2/27/2023 1:57,6681,6561,6442,2/27/2023 1:57
2/27/2023 3:00,NSW1,2/27/2023 2:27,6600,6482,6364,2/27/2023 2:27
2/27/2023 3:30,NSW1,2/27/2023 2:57,6600,6482,6364,2/27/2023 2:57
2/27/2023 4:00,NSW1,2/27/2023 3:27,6671,6552,6433,2/27/2023 3:27
2/27/2023 4:30,NSW1,2/27/2023 3:57,6887,6764,6641,2/27/2023 3:57
2/27/2023 5:00,NSW1,2/27/2023 4:27,7088,6961,6835,2/27/2023 4:27
2/27/2023 5:30,NSW1,2/27/2023 4:57,7512,7378,7244,2/27/2023 4:57
2/27/2023 6:00,NSW1,2/27/2023 5:27,8001,7858,7715,2/27/2023 5:27
2/27/2023 6:30,NSW1,2/27/2023 5:57,8285,8137,7989,2/27/2023 5:57
2/27/2023 7:00,NSW1,2/27/2023 6:27,8485,8333,8182,2/27/2023 6:27
2/27/2023 7:30,NSW1,2/27/2023 6:57,8416,8265,8115,2/27/2023 6:57
2/27/2023 8:00,NSW1,2/27/2023 7:27,8244,8097,7950,2/27/2023 7:27
2/27/2023 8:30,NSW1,2/27/2023 7:57,8265,8117,7969,2/27/2023 7:57
2/27/2023 9:00,NSW1,2/27/2023 8:27,8212,8065,7918,2/27/2023 8:27
2/27/2023 9:30,NSW1,2/27/2023 8:57,8158,8013,7867,2/27/2023 8:57
2/27/2023 10:00,NSW1,2/27/2023 9:27,7922,7780,7639,2/27/2023 9:27
2/27/2023 10:30,NSW1,2/27/2023 9:58,7758,7619,7481,2/27/2023 9:58
2/27/2023 11:00,NSW1,2/27/2023 10:27,7638,7501,7365,2/27/2023 10:27
2/27/2023 11:30,NSW1,2/27/2023 10:57,7607,7471,7335,2/27/2023 10:57
2/27/2023 12:00,NSW1,2/27/2023 11:27,7595,7460,7324,2/27/2023 11:27
2/27/2023 12:30,NSW1,2/27/2023 11:57,7620,7484,7348,2/27/2023 11:57
2/27/2023 13:00,NSW1,2/27/2023 12:27,7651,7515,7378,2/27/2023 12:27
2/27/2023 13:30,NSW1,2/27/2023 12:57,8121,7976,7831,2/27/2023 12:57
2/27/2023 14:00,NSW1,2/27/2023 13:27,8345,8196,8047,2/27/2023 13:27
2/27/2023 14:30,NSW1,2/27/2023 13:57,8553,8400,8248,2/27/2023 13:57
2/27/2023 15:00,NSW1,2/27/2023 14:27,8748,8591,8435,2/27/2023 14:27
2/27/2023 15:30,NSW1,2/27/2023 14:57,9028,8867,8706,2/27/2023 14:57
2/27/2023 16:00,NSW1,2/27/2023 15:27,9140,8976,8813,2/27/2023 15:27
2/27/2023 16:30,NSW1,2/27/2023 15:57,9401,9233,9065,2/27/2023 15:57
2/27/2023 17:00,NSW1,2/27/2023 16:27,9860,9683,9507,2/27/2023 16:27
2/27/2023 17:30,NSW1,2/27/2023 16:57,10027,9848,9669,2/27/2023 16:57
2/27/2023 18:00,NSW1,2/27/2023 17:27,9902,9725,9548,2/27/2023 17:27
2/27/2023 18:30,NSW1,2/27/2023 17:57,9690,9517,9343,2/27/2023 17:57
2/27/2023 19:00,NSW1,2/27/2023 18:27,9592,9420,9249,2/27/2023 18:27
2/27/2023 19:30,NSW1,2/27/2023 18:57,9584,9413,9241,2/27/2023 18:57
2/27/2023 20:00,NSW1,2/27/2023 19:27,9226,9062,8897,2/27/2023 19:27
2/27/2023 20:30,NSW1,2/27/2023 19:58,8962,8802,8642,2/27/2023 19:58
2/27/2023 21:00,NSW1,2/27/2023 20:27,8681,8525,8370,2/27/2023 20:27
2/27/2023 21:30,NSW1,2/27/2023 20:57,8484,8332,8181,2/27/2023 20:57
2/27/2023 22:00,NSW1,2/27/2023 21:27,8336,8187,8039,2/27/2023 21:27
2/27/2023 22:30,NSW1,2/27/2023 21:57,8209,8062,7915,2/27/2023 21:57
2/27/2023 23:00,NSW1,2/27/2023 22:27,8028,7885,7741,2/27/2023 22:27
2/27/2023 23:30,NSW1,2/27/2023 22:57,7835,7695,7555,2/27/2023 22:57
2/28/2023 0:00,NSW1,2/27/2023 22:57,7713,7546,7379,2/27/2023 22:57
2/28/2023 0:30,NSW1,2/27/2023 23:58,7508,7374,7240,2/27/2023 23:58
2/28/2023 1:00,NSW1,2/28/2023 0:27,7295,7165,7034,2/28/2023 0:27
2/28/2023 1:30,NSW1,2/28/2023 0:57,7008,6882,6757,2/28/2023 0:57
2/28/2023 2:00,NSW1,2/28/2023 1:27,6819,6697,6575,2/28/2023 1:27
2/28/2023 2:30,NSW1,2/28/2023 1:57,6739,6618,6498,2/28/2023 1:57
2/28/2023 3:00,NSW1,2/28/2023 2:27,6686,6567,6447,2/28/2023 2:27
2/28/2023 3:30,NSW1,2/28/2023 2:57,6624,6506,6387,2/28/2023 2:57
2/28/2023 4:00,NSW1,2/28/2023 3:27,6653,6534,6415,2/28/2023 3:27
2/28/2023 4:30,NSW1,2/28/2023 3:57,6917,6794,6670,2/28/2023 3:57
2/28/2023 5:00,NSW1,2/28/2023 4:27,7114,6987,6860,2/28/2023 4:27
2/28/2023 5:30,NSW1,2/28/2023 4:57,7528,7394,7259,2/28/2023 4:57
2/28/2023 6:00,NSW1,2/28/2023 5:27,7995,7852,7709,2/28/2023 5:27
2/28/2023 6:30,NSW1,2/28/2023 5:57,8337,8188,8039,2/28/2023 5:57
2/28/2023 7:00,NSW1,2/28/2023 6:27,8401,8251,8101,2/28/2023 6:27
2/28/2023 7:30,NSW1,2/28/2023 6:57,8408,8258,8108,2/28/2023 6:57
2/28/2023 8:00,NSW1,2/28/2023 7:27,8272,8124,7977,2/28/2023 7:27
2/28/2023 8:30,NSW1,2/28/2023 7:57,8055,7911,7767,2/28/2023 7:57
2/28/2023 9:00,NSW1,2/28/2023 8:27,8198,8052,7906,2/28/2023 8:27
2/28/2023 9:30,NSW1,2/28/2023 8:57,8108,7963,7819,2/28/2023 8:57
2/28/2023 10:00,NSW1,2/28/2023 9:27,8176,8030,7884,2/28/2023 9:27
2/28/2023 10:30,NSW1,2/28/2023 9:57,7989,7847,7704,2/28/2023 9:57
2/28/2023 11:00,NSW1,2/28/2023 10:27,7771,7632,7493,2/28/2023 10:27
2/28/2023 11:30,NSW1,2/28/2023 10:57,7700,7563,7425,2/28/2023 10:57
2/28/2023 12:00,NSW1,2/28/2023 11:27,8006,7863,7720,2/28/2023 11:27
2/28/2023 12:30,NSW1,2/28/2023 11:57,7824,7684,7544,2/28/2023 11:57
2/28/2023 13:00,NSW1,2/28/2023 12:27,7834,7694,7554,2/28/2023 12:27
2/28/2023 13:30,NSW1,2/28/2023 12:57,7653,7516,7380,2/28/2023 12:57
2/28/2023 14:00,NSW1,2/28/2023 13:27,7882,7741,7600,2/28/2023 13:27
2/28/2023 14:30,NSW1,2/28/2023 13:57,8231,8084,7937,2/28/2023 13:57
2/28/2023 15:00,NSW1,2/28/2023 14:27,8477,8326,8174,2/28/2023 14:27
2/28/2023 15:30,NSW1,2/28/2023 14:57,8856,8698,8540,2/28/2023 14:57
2/28/2023 16:00,NSW1,2/28/2023 15:27,9252,9087,8922,2/28/2023 15:27
2/28/2023 16:30,NSW1,2/28/2023 15:57,9411,9243,9075,2/28/2023 15:57
2/28/2023 17:00,NSW1,2/28/2023 16:27,9782,9607,9432,2/28/2023 16:27
2/28/2023 17:30,NSW1,2/28/2023 16:57,9877,9700,9524,2/28/2023 16:57
2/28/2023 18:00,NSW1,2/28/2023 17:27,9866,9690,9513,2/28/2023 17:27
2/28/2023 18:30,NSW1,2/28/2023 17:57,9812,9636,9461,2/28/2023 17:57
2/28/2023 19:00,NSW1,2/28/2023 18:27,9671,9498,9326,2/28/2023 18:27
2/28/2023 19:30,NSW1,2/28/2023 18:57,9686,9513,9340,2/28/2023 18:57
2/28/2023 20:00,NSW1,2/28/2023 19:27,9410,9242,9074,2/28/2023 19:27
2/28/2023 20:30,NSW1,2/28/2023 19:57,9137,8974,8811,2/28/2023 19:57
2/28/2023 21:00,NSW1,2/28/2023 20:27,8829,8671,8513,2/28/2023 20:27
2/28/2023 21:30,NSW1,2/28/2023 20:57,8699,8544,8389,2/28/2023 20:57
2/28/2023 22:00,NSW1,2/28/2023 21:27,8470,8318,8167,2/28/2023 21:27
2/28/2023 22:30,NSW1,2/28/2023 21:57,8366,8217,8067,2/28/2023 21:57
2/28/2023 23:00,NSW1,2/28/2023 22:27,8180,8034,7888,2/28/2023 22:27
2/28/2023 23:30,NSW1,2/28/2023 22:57,7977,7834,7692,2/28/2023 22:57
3/1/2023 0:00,NSW1,2/28/2023 22:57,7838,7669,7499,2/28/2023 22:57
3/1/2023 0:30,NSW1,2/28/2023 23:57,7628,7492,7356,2/28/2023 23:57
3/1/2023 1:00,NSW1,3/1/2023 0:27,7404,7271,7139,3/1/2023 0:27
3/1/2023 1:30,NSW1,3/1/2023 0:57,7084,6957,6831,3/1/2023 0:57
3/1/2023 2:00,NSW1,3/1/2023 1:27,6918,6795,6671,3/1/2023 1:27
3/1/2023 2:30,NSW1,3/1/2023 1:57,6748,6627,6507,3/1/2023 1:57
3/1/2023 3:00,NSW1,3/1/2023 2:27,6691,6572,6452,3/1/2023 2:27
3/1/2023 3:30,NSW1,3/1/2023 2:57,6721,6601,6481,3/1/2023 2:57
3/1/2023 4:00,NSW1,3/1/2023 3:27,6784,6663,6542,3/1/2023 3:27
3/1/2023 4:30,NSW1,3/1/2023 3:57,6956,6831,6707,3/1/2023 3:57
3/1/2023 5:00,NSW1,3/1/2023 4:27,7202,7073,6945,3/1/2023 4:27
3/1/2023 5:30,NSW1,3/1/2023 4:57,7639,7503,7366,3/1/2023 4:57
3/1/2023 6:00,NSW1,3/1/2023 5:27,8079,7934,7790,3/1/2023 5:27
3/1/2023 6:30,NSW1,3/1/2023 5:57,8368,8219,8069,3/1/2023 5:57
3/1/2023 7:00,NSW1,3/1/2023 6:27,8424,8273,8123,3/1/2023 6:27
3/1/2023 7:30,NSW1,3/1/2023 6:57,8267,8119,7971,3/1/2023 6:57
3/1/2023 8:00,NSW1,3/1/2023 7:27,8059,7915,7771,3/1/2023 7:27
3/1/2023 8:30,NSW1,3/1/2023 7:57,8196,8050,7903,3/1/2023 7:57
3/1/2023 9:00,NSW1,3/1/2023 8:27,8168,8022,7876,3/1/2023 8:27
3/1/2023 9:30,NSW1,3/1/2023 8:57,7852,7712,7571,3/1/2023 8:57
3/1/2023 10:00,NSW1,3/1/2023 9:27,7481,7347,7214,3/1/2023 9:27
3/1/2023 10:30,NSW1,3/1/2023 9:57,7187,7059,6931,3/1/2023 9:57
3/1/2023 11:00,NSW1,3/1/2023 10:27,7216,7087,6958,3/1/2023 10:27
3/1/2023 11:30,NSW1,3/1/2023 10:57,7315,7184,7054,3/1/2023 10:57
3/1/2023 12:00,NSW1,3/1/2023 11:27,7421,7288,7156,3/1/2023 11:27
3/1/2023 12:30,NSW1,3/1/2023 11:57,7289,7159,7029,3/1/2023 11:57
3/1/2023 13:00,NSW1,3/1/2023 12:27,7442,7309,7176,3/1/2023 12:27
3/1/2023 13:30,NSW1,3/1/2023 12:57,7879,7738,7597,3/1/2023 12:57
3/1/2023 14:00,NSW1,3/1/2023 13:27,7940,7799,7657,3/1/2023 13:27
3/1/2023 14:30,NSW1,3/1/2023 13:57,7947,7805,7663,3/1/2023 13:57
3/1/2023 15:00,NSW1,3/1/2023 14:27,8213,8066,7919,3/1/2023 14:27
3/1/2023 15:30,NSW1,3/1/2023 14:57,8534,8382,8229,3/1/2023 14:57
3/1/2023 16:00,NSW1,3/1/2023 15:27,8831,8674,8516,3/1/2023 15:27
3/1/2023 16:30,NSW1,3/1/2023 15:57,9223,9058,8893,3/1/2023 15:57
3/1/2023 17:00,NSW1,3/1/2023 16:28,9604,9432,9260,3/1/2023 16:28
3/1/2023 17:30,NSW1,3/1/2023 16:57,9824,9649,9473,3/1/2023 16:57
3/1/2023 18:00,NSW1,3/1/2023 17:27,9887,9710,9534,3/1/2023 17:27
3/1/2023 18:30,NSW1,3/1/2023 17:57,9777,9602,9427,3/1/2023 17:57
3/1/2023 19:00,NSW1,3/1/2023 18:27,9641,9469,9297,3/1/2023 18:27
3/1/2023 19:30,NSW1,3/1/2023 18:57,9422,9253,9085,3/1/2023 18:57
3/1/2023 20:00,NSW1,3/1/2023 19:27,9261,9095,8930,3/1/2023 19:27
3/1/2023 20:30,NSW1,3/1/2023 19:57,9029,8867,8706,3/1/2023 19:57
3/1/2023 21:00,NSW1,3/1/2023 20:27,8771,8614,8458,3/1/2023 20:27
3/1/2023 21:30,NSW1,3/1/2023 20:57,8608,8455,8301,3/1/2023 20:57
3/1/2023 22:00,NSW1,3/1/2023 21:27,8360,8211,8062,3/1/2023 21:27
3/1/2023 22:30,NSW1,3/1/2023 21:57,8254,8107,7959,3/1/2023 21:57
3/1/2023 23:00,NSW1,3/1/2023 22:27,8057,7913,7769,3/1/2023 22:27
3/1/2023 23:30,NSW1,3/1/2023 22:57,7872,7732,7591,3/1/2023 22:57
3/2/2023 0:00,NSW1,3/1/2023 22:57,7746,7579,7411,3/1/2023 22:57
3/2/2023 0:30,NSW1,3/1/2023 23:57,7473,7370,7267,3/1/2023 23:57
3/2/2023 1:00,NSW1,3/2/2023 0:27,7239,7140,7040,3/2/2023 0:27
3/2/2023 1:30,NSW1,3/2/2023 0:57,6936,6841,6745,3/2/2023 0:57
3/2/2023 2:00,NSW1,3/2/2023 1:27,6760,6667,6574,3/2/2023 1:27
3/2/2023 2:30,NSW1,3/2/2023 1:57,6647,6555,6464,3/2/2023 1:57
3/2/2023 3:00,NSW1,3/2/2023 2:27,6604,6513,6422,3/2/2023 2:27
3/2/2023 3:30,NSW1,3/2/2023 2:57,6623,6532,6441,3/2/2023 2:57
3/2/2023 4:00,NSW1,3/2/2023 3:27,6647,6555,6464,3/2/2023 3:27
3/2/2023 4:30,NSW1,3/2/2023 3:57,6897,6802,6707,3/2/2023 3:57
3/2/2023 5:00,NSW1,3/2/2023 4:28,7059,6962,6865,3/2/2023 4:28
3/2/2023 5:30,NSW1,3/2/2023 4:57,7522,7419,7315,3/2/2023 4:57
3/2/2023 6:00,NSW1,3/2/2023 5:27,7913,7804,7695,3/2/2023 5:27
3/2/2023 6:30,NSW1,3/2/2023 5:57,8290,8176,8062,3/2/2023 5:57
3/2/2023 7:00,NSW1,3/2/2023 6:27,8228,8115,8002,3/2/2023 6:27
3/2/2023 7:30,NSW1,3/2/2023 6:57,8168,8055,7943,3/2/2023 6:57
3/2/2023 8:00,NSW1,3/2/2023 7:27,8043,7933,7822,3/2/2023 7:27
3/2/2023 8:30,NSW1,3/2/2023 7:57,7918,7809,7700,3/2/2023 7:57
3/2/2023 9:00,NSW1,3/2/2023 8:27,7884,7776,7667,3/2/2023 8:27
3/2/2023 9:30,NSW1,3/2/2023 8:57,7990,7880,7770,3/2/2023 8:57
3/2/2023 10:00,NSW1,3/2/2023 9:27,7792,7684,7577,3/2/2023 9:27
3/2/2023 10:30,NSW1,3/2/2023 9:57,7559,7455,7351,3/2/2023 9:57
3/2/2023 11:00,NSW1,3/2/2023 10:27,7397,7295,7193,3/2/2023 10:27
3/2/2023 11:30,NSW1,3/2/2023 10:57,7284,7184,7084,3/2/2023 10:57
3/2/2023 12:00,NSW1,3/2/2023 11:27,7115,7017,6919,3/2/2023 11:27
3/2/2023 12:30,NSW1,3/2/2023 11:57,7281,7181,7081,3/2/2023 11:57
3/2/2023 13:00,NSW1,3/2/2023 12:27,7378,7277,7175,3/2/2023 12:27
3/2/2023 13:30,NSW1,3/2/2023 12:57,7388,7286,7184,3/2/2023 12:57
3/2/2023 14:00,NSW1,3/2/2023 13:27,7575,7470,7366,3/2/2023 13:27
3/2/2023 14:30,NSW1,3/2/2023 13:57,7676,7571,7465,3/2/2023 13:57
3/2/2023 15:00,NSW1,3/2/2023 14:27,8062,7951,7840,3/2/2023 14:27
3/2/2023 15:30,NSW1,3/2/2023 14:57,8312,8197,8083,3/2/2023 14:57
3/2/2023 16:00,NSW1,3/2/2023 15:27,8693,8573,8454,3/2/2023 15:27
3/2/2023 16:30,NSW1,3/2/2023 15:57,9098,8972,8847,3/2/2023 15:57
3/2/2023 17:00,NSW1,3/2/2023 16:27,9473,9343,9212,3/2/2023 16:27
3/2/2023 17:30,NSW1,3/2/2023 16:57,9740,9606,9472,3/2/2023 16:57
3/2/2023 18:00,NSW1,3/2/2023 17:27,9851,9715,9579,3/2/2023 17:27
3/2/2023 18:30,NSW1,3/2/2023 17:57,9810,9675,9540,3/2/2023 17:57
3/2/2023 19:00,NSW1,3/2/2023 18:27,9650,9517,9385,3/2/2023 18:27
3/2/2023 19:30,NSW1,3/2/2023 18:57,9433,9303,9173,3/2/2023 18:57
3/2/2023 20:00,NSW1,3/2/2023 19:27,9265,9137,9010,3/2/2023 19:27
3/2/2023 20:30,NSW1,3/2/2023 19:57,9049,8924,8799,3/2/2023 19:57
3/2/2023 21:00,NSW1,3/2/2023 20:27,8678,8558,8439,3/2/2023 20:27
3/2/2023 21:30,NSW1,3/2/2023 20:57,8485,8368,8251,3/2/2023 20:57
3/2/2023 22:00,NSW1,3/2/2023 21:27,8336,8221,8106,3/2/2023 21:27
3/2/2023 22:30,NSW1,3/2/2023 21:57,8217,8104,7991,3/2/2023 21:57
3/2/2023 23:00,NSW1,3/2/2023 22:27,8066,7955,7844,3/2/2023 22:27
3/2/2023 23:30,NSW1,3/2/2023 22:57,7878,7770,7661,3/2/2023 22:57
3/3/2023 0:00,NSW1,3/2/2023 22:57,7729,7610,7490,3/2/2023 22:57
3/3/2023 0:30,NSW1,3/2/2023 23:57,7470,7367,7264,3/2/2023 23:57
3/3/2023 1:00,NSW1,3/3/2023 0:27,7222,7123,7023,3/3/2023 0:27
3/3/2023 1:30,NSW1,3/3/2023 0:57,6934,6838,6743,3/3/2023 0:57
3/3/2023 2:00,NSW1,3/3/2023 1:27,6759,6666,6573,3/3/2023 1:27
