,INTERVAL_DATETIME,REGIONID,LOAD_DATE,OPERATIONAL_DEMAND_POE10,OPERATIONAL_DEMAND_POE50,OPERATIONAL_DEMAND_POE90,LASTCHANGED
15046,11/10/2022 10:30,NSW1,11/10/2022 9:57,5543,5467,5391,11/10/2022 9:57
15047,11/10/2022 11:00,NSW1,11/10/2022 10:27,5640,5562,5485,11/10/2022 10:27
15048,11/10/2022 11:30,NSW1,11/10/2022 10:57,5640,5562,5484,11/10/2022 10:57
15049,11/10/2022 12:00,NSW1,11/10/2022 11:27,5587,5511,5434,11/10/2022 11:27
15050,11/10/2022 12:30,NSW1,11/10/2022 11:57,5706,5627,5549,11/10/2022 11:57
15051,11/10/2022 13:00,NSW1,11/10/2022 12:27,5582,5505,5428,11/10/2022 12:27
15052,11/10/2022 13:30,NSW1,11/10/2022 12:57,5712,5633,5555,11/10/2022 12:57
15053,11/10/2022 14:00,NSW1,11/10/2022 13:27,5657,5579,5501,11/10/2022 13:27
15054,11/10/2022 14:30,NSW1,11/10/2022 13:57,5797,5717,5637,11/10/2022 13:57
15055,11/10/2022 15:00,NSW1,11/10/2022 14:27,6082,5998,5914,11/10/2022 14:27
15056,11/10/2022 15:30,NSW1,11/10/2022 14:57,6348,6260,6173,11/10/2022 14:57
15057,11/10/2022 16:00,NSW1,11/10/2022 15:27,6801,6708,6614,11/10/2022 15:27
15058,11/10/2022 16:30,NSW1,11/10/2022 15:57,7216,7117,7017,11/10/2022 15:57
15059,11/10/2022 17:00,NSW1,11/10/2022 16:28,7546,7442,7339,11/10/2022 16:28
15060,11/10/2022 17:30,NSW1,11/10/2022 16:58,8099,7988,7876,11/10/2022 16:58
15061,11/10/2022 18:00,NSW1,11/10/2022 17:27,8308,8194,8079,11/10/2022 17:27
15062,11/10/2022 18:30,NSW1,11/10/2022 17:57,8463,8347,8230,11/10/2022 17:57
15063,11/10/2022 19:00,NSW1,11/10/2022 18:27,8430,8314,8198,11/10/2022 18:27
15064,11/10/2022 19:30,NSW1,11/10/2022 18:57,8429,8313,8197,11/10/2022 18:57
15065,11/10/2022 20:00,NSW1,11/10/2022 19:27,8195,8082,7969,11/10/2022 19:27
15066,11/10/2022 20:30,NSW1,11/10/2022 19:57,8026,7916,7805,11/10/2022 19:57
15067,11/10/2022 21:00,NSW1,11/10/2022 20:27,7831,7723,7616,11/10/2022 20:27
15068,11/10/2022 21:30,NSW1,11/10/2022 20:57,7671,7566,7460,11/10/2022 20:57
15069,11/10/2022 22:00,NSW1,11/10/2022 21:27,7615,7510,7405,11/10/2022 21:27
15070,11/10/2022 22:30,NSW1,11/10/2022 21:57,7528,7424,7321,11/10/2022 21:57
15071,11/10/2022 23:00,NSW1,11/10/2022 22:27,7392,7290,7188,11/10/2022 22:27
15072,11/10/2022 23:30,NSW1,11/10/2022 22:57,7307,7206,7106,11/10/2022 22:57
15073,11/11/2022 0:00,NSW1,11/10/2022 22:57,7211,7099,6988,11/10/2022 22:57
15074,11/11/2022 0:30,NSW1,11/10/2022 23:57,7022,6926,6829,11/10/2022 23:57
15075,11/11/2022 1:00,NSW1,11/11/2022 0:27,6770,6676,6583,11/11/2022 0:27
15076,11/11/2022 1:30,NSW1,11/11/2022 0:57,6534,6444,6354,11/11/2022 0:57
15077,11/11/2022 2:00,NSW1,11/11/2022 1:27,6325,6238,6151,11/11/2022 1:27
15078,11/11/2022 2:30,NSW1,11/11/2022 1:57,6179,6094,6008,11/11/2022 1:57
15079,11/11/2022 3:00,NSW1,11/11/2022 2:27,6148,6063,5978,11/11/2022 2:27
15080,11/11/2022 3:30,NSW1,11/11/2022 2:57,6142,6057,5972,11/11/2022 2:57
15081,11/11/2022 4:00,NSW1,11/11/2022 3:27,6233,6147,6062,11/11/2022 3:27
15082,11/11/2022 4:30,NSW1,11/11/2022 3:57,6442,6353,6264,11/11/2022 3:57
15083,11/11/2022 5:00,NSW1,11/11/2022 4:27,6622,6531,6440,11/11/2022 4:27
15084,11/11/2022 5:30,NSW1,11/11/2022 4:57,6972,6876,6780,11/11/2022 4:57
15085,11/11/2022 6:00,NSW1,11/11/2022 5:27,7215,7115,7016,11/11/2022 5:27
15086,11/11/2022 6:30,NSW1,11/11/2022 5:57,7280,7179,7079,11/11/2022 5:57
15087,11/11/2022 7:00,NSW1,11/11/2022 6:27,7175,7076,6977,11/11/2022 6:27
15088,11/11/2022 7:30,NSW1,11/11/2022 6:57,7064,6967,6869,11/11/2022 6:57
15089,11/11/2022 8:00,NSW1,11/11/2022 7:27,6795,6702,6608,11/11/2022 7:27
15090,11/11/2022 8:30,NSW1,11/11/2022 7:57,6461,6372,6283,11/11/2022 7:57
15091,11/11/2022 9:00,NSW1,11/11/2022 8:27,6193,6108,6023,11/11/2022 8:27
15092,11/11/2022 9:30,NSW1,11/11/2022 8:57,6183,6098,6012,11/11/2022 8:57
15093,11/11/2022 10:00,NSW1,11/11/2022 9:27,6218,6132,6047,11/11/2022 9:27
15094,11/11/2022 10:30,NSW1,11/11/2022 9:57,6165,6080,5995,11/11/2022 9:57
15095,11/11/2022 11:00,NSW1,11/11/2022 10:27,6038,5955,5872,11/11/2022 10:27
15096,11/11/2022 11:30,NSW1,11/11/2022 10:57,6100,6016,5932,11/11/2022 10:57
15097,11/11/2022 12:00,NSW1,11/11/2022 11:27,6003,5921,5838,11/11/2022 11:27
15098,11/11/2022 12:30,NSW1,11/11/2022 11:27,6091,5997,5903,11/11/2022 11:27
15099,11/11/2022 13:00,NSW1,11/11/2022 12:27,6432,6343,6254,11/11/2022 12:27
15100,11/11/2022 13:30,NSW1,11/11/2022 12:57,6541,6451,6361,11/11/2022 12:57
15101,11/11/2022 14:00,NSW1,11/11/2022 13:27,6983,6887,6791,11/11/2022 13:27
15102,11/11/2022 14:30,NSW1,11/11/2022 13:57,7152,7053,6955,11/11/2022 13:57
15103,11/11/2022 15:00,NSW1,11/11/2022 14:27,7408,7306,7204,11/11/2022 14:27
15104,11/11/2022 15:30,NSW1,11/11/2022 14:57,7666,7560,7454,11/11/2022 14:57
15105,11/11/2022 16:00,NSW1,11/11/2022 15:27,7798,7690,7583,11/11/2022 15:27
15106,11/11/2022 16:30,NSW1,11/11/2022 15:57,7799,7691,7584,11/11/2022 15:57
15107,11/11/2022 17:00,NSW1,11/11/2022 16:27,7948,7838,7729,11/11/2022 16:27
15108,11/11/2022 17:30,NSW1,11/11/2022 16:57,8019,7908,7798,11/11/2022 16:57
15109,11/11/2022 18:00,NSW1,11/11/2022 17:27,7984,7875,7765,11/11/2022 17:27
15110,11/11/2022 18:30,NSW1,11/11/2022 17:57,8155,8043,7931,11/11/2022 17:57
15111,11/11/2022 19:00,NSW1,11/11/2022 18:27,8162,8050,7937,11/11/2022 18:27
15112,11/11/2022 19:30,NSW1,11/11/2022 18:57,8156,8044,7931,11/11/2022 18:57
15113,11/11/2022 20:00,NSW1,11/11/2022 19:27,8010,7899,7789,11/11/2022 19:27
15114,11/11/2022 20:30,NSW1,11/11/2022 19:57,7867,7759,7651,11/11/2022 19:57
15115,11/11/2022 21:00,NSW1,11/11/2022 20:27,7668,7562,7456,11/11/2022 20:27
15116,11/11/2022 21:30,NSW1,11/11/2022 20:57,7691,7585,7479,11/11/2022 20:57
15117,11/11/2022 22:00,NSW1,11/11/2022 21:27,7554,7450,7346,11/11/2022 21:27
15118,11/11/2022 22:30,NSW1,11/11/2022 21:57,7566,7462,7358,11/11/2022 21:57
15119,11/11/2022 23:00,NSW1,11/11/2022 22:27,7455,7352,7249,11/11/2022 22:27
15120,11/11/2022 23:30,NSW1,11/11/2022 22:57,7348,7247,7146,11/11/2022 22:57
15121,11/12/2022 0:00,NSW1,11/11/2022 22:57,7254,7142,7030,11/11/2022 22:57
15122,11/12/2022 0:30,NSW1,11/11/2022 23:57,7056,6941,6827,11/11/2022 23:57
15123,11/12/2022 1:00,NSW1,11/12/2022 0:27,6834,6723,6613,11/12/2022 0:27
15124,11/12/2022 1:30,NSW1,11/12/2022 0:57,6577,6470,6364,11/12/2022 0:57
15125,11/12/2022 2:00,NSW1,11/12/2022 1:27,6360,6257,6154,11/12/2022 1:27
15126,11/12/2022 2:30,NSW1,11/12/2022 1:57,6156,6056,5956,11/12/2022 1:57
15127,11/12/2022 3:00,NSW1,11/12/2022 2:28,6100,6001,5902,11/12/2022 2:28
15128,11/12/2022 3:30,NSW1,11/12/2022 2:57,6023,5926,5828,11/12/2022 2:57
15129,11/12/2022 4:00,NSW1,11/12/2022 3:27,5998,5901,5804,11/12/2022 3:27
15130,11/12/2022 4:30,NSW1,11/12/2022 3:57,6117,6018,5919,11/12/2022 3:57
15131,11/12/2022 5:00,NSW1,11/12/2022 4:27,6181,6081,5981,11/12/2022 4:27
15132,11/12/2022 5:30,NSW1,11/12/2022 4:57,6310,6208,6106,11/12/2022 4:57
15133,11/12/2022 6:00,NSW1,11/12/2022 5:27,6389,6285,6182,11/12/2022 5:27
15134,11/12/2022 6:30,NSW1,11/12/2022 5:57,6408,6304,6201,11/12/2022 5:57
15135,11/12/2022 7:00,NSW1,11/12/2022 6:27,6299,6197,6095,11/12/2022 6:27
15136,11/12/2022 7:30,NSW1,11/12/2022 6:57,6321,6219,6117,11/12/2022 6:57
15137,11/12/2022 8:00,NSW1,11/12/2022 7:27,6077,5979,5880,11/12/2022 7:27
15138,11/12/2022 8:30,NSW1,11/12/2022 7:57,5836,5742,5647,11/12/2022 7:57
15139,11/12/2022 9:00,NSW1,11/12/2022 8:27,5665,5574,5482,11/12/2022 8:27
15140,11/12/2022 9:30,NSW1,11/12/2022 8:57,5312,5226,5140,11/12/2022 8:57
15141,11/12/2022 10:00,NSW1,11/12/2022 9:27,5367,5280,5194,11/12/2022 9:27
15142,11/12/2022 10:30,NSW1,11/12/2022 9:57,5255,5170,5085,11/12/2022 9:57
15143,11/12/2022 11:00,NSW1,11/12/2022 10:27,5285,5199,5114,11/12/2022 10:27
15144,11/12/2022 11:30,NSW1,11/12/2022 10:57,5172,5088,5005,11/12/2022 10:57
15145,11/12/2022 12:00,NSW1,11/12/2022 11:27,5338,5252,5165,11/12/2022 11:27
15146,11/12/2022 12:30,NSW1,11/12/2022 11:57,5339,5253,5167,11/12/2022 11:57
15147,11/12/2022 13:00,NSW1,11/12/2022 12:27,5364,5277,5190,11/12/2022 12:27
15148,11/12/2022 13:30,NSW1,11/12/2022 12:57,5676,5584,5492,11/12/2022 12:57
15149,11/12/2022 14:00,NSW1,11/12/2022 13:30,5875,5780,5685,11/12/2022 13:30
15150,11/12/2022 14:30,NSW1,11/12/2022 13:57,6139,6039,5940,11/12/2022 13:57
15151,11/12/2022 15:00,NSW1,11/12/2022 14:27,6649,6541,6434,11/12/2022 14:27
15152,11/12/2022 15:30,NSW1,11/12/2022 14:57,7185,7068,6952,11/12/2022 14:57
15153,11/12/2022 16:00,NSW1,11/12/2022 15:27,7511,7390,7268,11/12/2022 15:27
15154,11/12/2022 16:30,NSW1,11/12/2022 15:57,7679,7554,7430,11/12/2022 15:57
15155,11/12/2022 17:00,NSW1,11/12/2022 16:27,7849,7722,7595,11/12/2022 16:27
15156,11/12/2022 17:30,NSW1,11/12/2022 16:57,7881,7753,7626,11/12/2022 16:57
15157,11/12/2022 18:00,NSW1,11/12/2022 17:27,7916,7788,7660,11/12/2022 17:27
15158,11/12/2022 18:30,NSW1,11/12/2022 17:57,7890,7763,7635,11/12/2022 17:57
15159,11/12/2022 19:00,NSW1,11/12/2022 18:27,7891,7764,7636,11/12/2022 18:27
15160,11/12/2022 19:30,NSW1,11/12/2022 18:57,7955,7827,7698,11/12/2022 18:57
15161,11/12/2022 20:00,NSW1,11/12/2022 19:27,7765,7640,7514,11/12/2022 19:27
15162,11/12/2022 20:30,NSW1,11/12/2022 19:57,7661,7537,7413,11/12/2022 19:57
15163,11/12/2022 21:00,NSW1,11/12/2022 20:27,7514,7393,7271,11/12/2022 20:27
15164,11/12/2022 21:30,NSW1,11/12/2022 20:57,7423,7303,7183,11/12/2022 20:57
15165,11/12/2022 22:00,NSW1,11/12/2022 21:27,7297,7179,7061,11/12/2022 21:27
15166,11/12/2022 22:30,NSW1,11/12/2022 21:57,7246,7129,7012,11/12/2022 21:57
15167,11/12/2022 23:00,NSW1,11/12/2022 22:27,7136,7021,6906,11/12/2022 22:27
15168,11/12/2022 23:30,NSW1,11/12/2022 22:57,6966,6853,6740,11/12/2022 22:57
15169,11/13/2022 0:00,NSW1,11/12/2022 22:57,6896,6769,6643,11/12/2022 22:57
15170,11/13/2022 0:30,NSW1,11/12/2022 23:57,6735,6626,6517,11/12/2022 23:57
15171,11/13/2022 1:00,NSW1,11/13/2022 0:27,6522,6416,6311,11/13/2022 0:27
15172,11/13/2022 1:30,NSW1,11/13/2022 0:57,6319,6216,6114,11/13/2022 0:57
15173,11/13/2022 2:00,NSW1,11/13/2022 1:28,6127,6028,5929,11/13/2022 1:28
15174,11/13/2022 2:30,NSW1,11/13/2022 1:58,6022,5924,5827,11/13/2022 1:58
15175,11/13/2022 3:00,NSW1,11/13/2022 2:28,6011,5914,5817,11/13/2022 2:28
15176,11/13/2022 3:30,NSW1,11/13/2022 2:57,5920,5825,5729,11/13/2022 2:57
15177,11/13/2022 4:00,NSW1,11/13/2022 3:28,5956,5860,5763,11/13/2022 3:28
15178,11/13/2022 4:30,NSW1,11/13/2022 3:57,5975,5879,5782,11/13/2022 3:57
15179,11/13/2022 5:00,NSW1,11/13/2022 4:27,5964,5867,5771,11/13/2022 4:27
15180,11/13/2022 5:30,NSW1,11/13/2022 4:57,6047,5949,5851,11/13/2022 4:57
15181,11/13/2022 6:00,NSW1,11/13/2022 5:27,6042,5944,5847,11/13/2022 5:27
15182,11/13/2022 6:30,NSW1,11/13/2022 5:57,6125,6026,5927,11/13/2022 5:57
15183,11/13/2022 7:00,NSW1,11/13/2022 6:27,6349,6247,6144,11/13/2022 6:27
15184,11/13/2022 7:30,NSW1,11/13/2022 6:57,6443,6339,6234,11/13/2022 6:57
15185,11/13/2022 8:00,NSW1,11/13/2022 7:27,6491,6386,6281,11/13/2022 7:27
15186,11/13/2022 8:30,NSW1,11/13/2022 7:57,6565,6458,6352,11/13/2022 7:57
15187,11/13/2022 9:00,NSW1,11/13/2022 8:27,6788,6678,6568,11/13/2022 8:27
15188,11/13/2022 9:30,NSW1,11/13/2022 8:57,7139,7024,6908,11/13/2022 8:57
15189,11/13/2022 10:00,NSW1,11/13/2022 9:27,7140,7025,6909,11/13/2022 9:27
15190,11/13/2022 10:30,NSW1,11/13/2022 9:57,7174,7058,6942,11/13/2022 9:57
15191,11/13/2022 11:00,NSW1,11/13/2022 10:27,6899,6788,6676,11/13/2022 10:27
15192,11/13/2022 11:30,NSW1,11/13/2022 10:57,6766,6657,6547,11/13/2022 10:57
15193,11/13/2022 12:00,NSW1,11/13/2022 11:27,6049,5951,5853,11/13/2022 11:27
15194,11/13/2022 12:30,NSW1,11/13/2022 11:57,5841,5746,5652,11/13/2022 11:57
15195,11/13/2022 13:00,NSW1,11/13/2022 12:27,5850,5756,5661,11/13/2022 12:27
15196,11/13/2022 13:30,NSW1,11/13/2022 12:57,6042,5944,5846,11/13/2022 12:57
15197,11/13/2022 14:00,NSW1,11/13/2022 13:27,6437,6332,6228,11/13/2022 13:27
15198,11/13/2022 14:30,NSW1,11/13/2022 13:57,6999,6886,6773,11/13/2022 13:57
15199,11/13/2022 15:00,NSW1,11/13/2022 14:27,7055,6940,6826,11/13/2022 14:27
15200,11/13/2022 15:30,NSW1,11/13/2022 14:57,7283,7166,7048,11/13/2022 14:57
15201,11/13/2022 16:00,NSW1,11/13/2022 15:27,7378,7259,7140,11/13/2022 15:27
15202,11/13/2022 16:30,NSW1,11/13/2022 15:57,7784,7659,7533,11/13/2022 15:57
15203,11/13/2022 17:00,NSW1,11/13/2022 16:28,8005,7875,7746,11/13/2022 16:28
15204,11/13/2022 17:30,NSW1,11/13/2022 16:58,8205,8072,7939,11/13/2022 16:58
15205,11/13/2022 18:00,NSW1,11/13/2022 17:27,8317,8183,8048,11/13/2022 17:27
15206,11/13/2022 18:30,NSW1,11/13/2022 17:57,8350,8215,8080,11/13/2022 17:57
15207,11/13/2022 19:00,NSW1,11/13/2022 18:27,8302,8167,8033,11/13/2022 18:27
15208,11/13/2022 19:30,NSW1,11/13/2022 18:57,8226,8093,7959,11/13/2022 18:57
15209,11/13/2022 20:00,NSW1,11/13/2022 19:27,7998,7869,7739,11/13/2022 19:27
15210,11/13/2022 20:30,NSW1,11/13/2022 19:57,7853,7726,7599,11/13/2022 19:57
15211,11/13/2022 21:00,NSW1,11/13/2022 20:27,7601,7478,7355,11/13/2022 20:27
15212,11/13/2022 21:30,NSW1,11/13/2022 20:57,7484,7363,7242,11/13/2022 20:57
15213,11/13/2022 22:00,NSW1,11/13/2022 21:27,7354,7235,7116,11/13/2022 21:27
15214,11/13/2022 22:30,NSW1,11/13/2022 21:57,7323,7204,7086,11/13/2022 21:57
15215,11/13/2022 23:00,NSW1,11/13/2022 22:27,7191,7074,6958,11/13/2022 22:27
15216,11/13/2022 23:30,NSW1,11/13/2022 22:57,7049,6935,6821,11/13/2022 22:57
15217,11/14/2022 0:00,NSW1,11/13/2022 22:57,6967,6839,6712,11/13/2022 22:57
15218,11/14/2022 0:30,NSW1,11/13/2022 23:57,6805,6684,6562,11/13/2022 23:57
15219,11/14/2022 1:00,NSW1,11/14/2022 0:27,6645,6527,6408,11/14/2022 0:27
15220,11/14/2022 1:30,NSW1,11/14/2022 0:57,6382,6268,6154,11/14/2022 0:57
15221,11/14/2022 2:00,NSW1,11/14/2022 1:27,6229,6118,6007,11/14/2022 1:27
15222,11/14/2022 2:30,NSW1,11/14/2022 1:57,6129,6020,5910,11/14/2022 1:57
15223,11/14/2022 3:00,NSW1,11/14/2022 2:27,6083,5975,5866,11/14/2022 2:27
15224,11/14/2022 3:30,NSW1,11/14/2022 2:57,6066,5958,5850,11/14/2022 2:57
15225,11/14/2022 4:00,NSW1,11/14/2022 3:27,6184,6074,5963,11/14/2022 3:27
15226,11/14/2022 4:30,NSW1,11/14/2022 3:57,6316,6203,6090,11/14/2022 3:57
15227,11/14/2022 5:00,NSW1,11/14/2022 4:27,6514,6398,6282,11/14/2022 4:27
15228,11/14/2022 5:30,NSW1,11/14/2022 4:57,6835,6713,6591,11/14/2022 4:57
15229,11/14/2022 6:00,NSW1,11/14/2022 5:27,7213,7084,6955,11/14/2022 5:27
15230,11/14/2022 6:30,NSW1,11/14/2022 5:57,7419,7286,7154,11/14/2022 5:57
15231,11/14/2022 7:00,NSW1,11/14/2022 6:27,7523,7389,7255,11/14/2022 6:27
15232,11/14/2022 7:30,NSW1,11/14/2022 6:57,7283,7183,7083,11/14/2022 6:57
15233,11/14/2022 8:00,NSW1,11/14/2022 7:27,6822,6729,6635,11/14/2022 7:27
15234,11/14/2022 8:30,NSW1,11/14/2022 7:57,6626,6535,6443,11/14/2022 7:57
15235,11/14/2022 9:00,NSW1,11/14/2022 8:27,6455,6366,6277,11/14/2022 8:27
15236,11/14/2022 9:30,NSW1,11/14/2022 8:57,6199,6114,6028,11/14/2022 8:57
15237,11/14/2022 10:00,NSW1,11/14/2022 9:27,6012,5929,5846,11/14/2022 9:27
15238,11/14/2022 10:30,NSW1,11/14/2022 9:57,6129,6044,5960,11/14/2022 9:57
15239,11/14/2022 11:00,NSW1,11/14/2022 10:27,5897,5816,5735,11/14/2022 10:27
15240,11/14/2022 11:30,NSW1,11/14/2022 10:57,6091,6007,5923,11/14/2022 10:57
15241,11/14/2022 12:00,NSW1,11/14/2022 11:27,6041,5958,5875,11/14/2022 11:27
15242,11/14/2022 12:30,NSW1,11/14/2022 11:57,5934,5852,5771,11/14/2022 11:57
15243,11/14/2022 13:00,NSW1,11/14/2022 12:27,6255,6169,6083,11/14/2022 12:27
15244,11/14/2022 13:30,NSW1,11/14/2022 12:57,6106,6022,5938,11/14/2022 12:57
15245,11/14/2022 14:00,NSW1,11/14/2022 13:27,6244,6158,6072,11/14/2022 13:27
15246,11/14/2022 14:30,NSW1,11/14/2022 13:57,6270,6184,6097,11/14/2022 13:57
15247,11/14/2022 15:00,NSW1,11/14/2022 14:27,6632,6541,6450,11/14/2022 14:27
15248,11/14/2022 15:30,NSW1,11/14/2022 14:57,6795,6701,6608,11/14/2022 14:57
15249,11/14/2022 16:00,NSW1,11/14/2022 15:27,7459,7357,7254,11/14/2022 15:27
15250,11/14/2022 16:30,NSW1,11/14/2022 15:57,7646,7541,7435,11/14/2022 15:57
15251,11/14/2022 17:00,NSW1,11/14/2022 16:27,7869,7761,7653,11/14/2022 16:27
15252,11/14/2022 17:30,NSW1,11/14/2022 16:57,8195,8082,7969,11/14/2022 16:57
15253,11/14/2022 18:00,NSW1,11/14/2022 17:27,8404,8289,8173,11/14/2022 17:27
15254,11/14/2022 18:30,NSW1,11/14/2022 17:57,8436,8319,8203,11/14/2022 17:57
15255,11/14/2022 19:00,NSW1,11/14/2022 18:28,8436,8320,8204,11/14/2022 18:28
15256,11/14/2022 19:30,NSW1,11/14/2022 18:57,8380,8265,8150,11/14/2022 18:57
15257,11/14/2022 20:00,NSW1,11/14/2022 19:27,8256,8142,8028,11/14/2022 19:27
15258,11/14/2022 20:30,NSW1,11/14/2022 19:57,8033,7922,7812,11/14/2022 19:57
15259,11/14/2022 21:00,NSW1,11/14/2022 20:27,7808,7701,7593,11/14/2022 20:27
15260,11/14/2022 21:30,NSW1,11/14/2022 20:57,7711,7605,7499,11/14/2022 20:57
15261,11/14/2022 22:00,NSW1,11/14/2022 21:27,7539,7435,7331,11/14/2022 21:27
15262,11/14/2022 22:30,NSW1,11/14/2022 21:57,7520,7416,7313,11/14/2022 21:57
15263,11/14/2022 23:00,NSW1,11/14/2022 22:27,7381,7280,7178,11/14/2022 22:27
15264,11/14/2022 23:30,NSW1,11/14/2022 22:57,7225,7125,7026,11/14/2022 22:57
15265,11/15/2022 0:00,NSW1,11/14/2022 22:57,7161,7050,6939,11/14/2022 22:57
15266,11/15/2022 0:30,NSW1,11/14/2022 23:57,6957,6861,6765,11/14/2022 23:57
15267,11/15/2022 1:00,NSW1,11/15/2022 0:27,6729,6636,6544,11/15/2022 0:27
15268,11/15/2022 1:30,NSW1,11/15/2022 0:57,6433,6345,6256,11/15/2022 0:57
15269,11/15/2022 2:00,NSW1,11/15/2022 1:27,6216,6130,6044,11/15/2022 1:27
15270,11/15/2022 2:30,NSW1,11/15/2022 1:57,6107,6023,5939,11/15/2022 1:57
15271,11/15/2022 3:00,NSW1,11/15/2022 2:27,6075,5991,5907,11/15/2022 2:27
15272,11/15/2022 3:30,NSW1,11/15/2022 2:57,6070,5986,5902,11/15/2022 2:57
15273,11/15/2022 4:00,NSW1,11/15/2022 3:27,6131,6047,5962,11/15/2022 3:27
15274,11/15/2022 4:30,NSW1,11/15/2022 3:57,6353,6265,6178,11/15/2022 3:57
15275,11/15/2022 5:00,NSW1,11/15/2022 4:27,6525,6436,6346,11/15/2022 4:27
15276,11/15/2022 5:30,NSW1,11/15/2022 4:57,6893,6798,6703,11/15/2022 4:57
15277,11/15/2022 6:00,NSW1,11/15/2022 5:27,7109,7011,6913,11/15/2022 5:27
15278,11/15/2022 6:30,NSW1,11/15/2022 5:57,7178,7080,6981,11/15/2022 5:57
15279,11/15/2022 7:00,NSW1,11/15/2022 6:27,7174,7076,6977,11/15/2022 6:27
15280,11/15/2022 7:30,NSW1,11/15/2022 6:57,6965,6869,6773,11/15/2022 6:57
15281,11/15/2022 8:00,NSW1,11/15/2022 7:27,6632,6540,6449,11/15/2022 7:27
15282,11/15/2022 8:30,NSW1,11/15/2022 7:57,6329,6242,6155,11/15/2022 7:57
15283,11/15/2022 9:00,NSW1,11/15/2022 8:27,6205,6120,6034,11/15/2022 8:27
15284,11/15/2022 9:30,NSW1,11/15/2022 8:57,6344,6257,6169,11/15/2022 8:57
15285,11/15/2022 10:00,NSW1,11/15/2022 9:27,6293,6206,6120,11/15/2022 9:27
15286,11/15/2022 10:30,NSW1,11/15/2022 9:57,6346,6258,6171,11/15/2022 9:57
15287,11/15/2022 11:00,NSW1,11/15/2022 10:27,6451,6362,6273,11/15/2022 10:27
15288,11/15/2022 11:30,NSW1,11/15/2022 10:57,6378,6290,6202,11/15/2022 10:57
15289,11/15/2022 12:00,NSW1,11/15/2022 11:27,6251,6165,6078,11/15/2022 11:27
15290,11/15/2022 12:30,NSW1,11/15/2022 11:57,6389,6301,6213,11/15/2022 11:57
15291,11/15/2022 13:00,NSW1,11/15/2022 12:27,6225,6140,6054,11/15/2022 12:27
15292,11/15/2022 13:30,NSW1,11/15/2022 12:57,6149,6064,5980,11/15/2022 12:57
15293,11/15/2022 14:00,NSW1,11/15/2022 13:27,6310,6223,6136,11/15/2022 13:27
15294,11/15/2022 14:30,NSW1,11/15/2022 13:57,6587,6496,6405,11/15/2022 13:57
15295,11/15/2022 15:00,NSW1,11/15/2022 14:27,6545,6455,6365,11/15/2022 14:27
15296,11/15/2022 15:30,NSW1,11/15/2022 14:57,6938,6843,6747,11/15/2022 14:57
15297,11/15/2022 16:00,NSW1,11/15/2022 15:27,7169,7071,6972,11/15/2022 15:27
15298,11/15/2022 16:30,NSW1,11/15/2022 15:57,7380,7279,7177,11/15/2022 15:57
15299,11/15/2022 17:00,NSW1,11/15/2022 16:27,7816,7708,7601,11/15/2022 16:27
15300,11/15/2022 17:30,NSW1,11/15/2022 16:58,8184,8071,7958,11/15/2022 16:58
15301,11/15/2022 18:00,NSW1,11/15/2022 17:27,8315,8200,8086,11/15/2022 17:27
15302,11/15/2022 18:30,NSW1,11/15/2022 17:57,8403,8288,8172,11/15/2022 17:57
15303,11/15/2022 19:00,NSW1,11/15/2022 18:27,8565,8447,8329,11/15/2022 18:27
15304,11/15/2022 19:30,NSW1,11/15/2022 18:57,8559,8441,8324,11/15/2022 18:57
15305,11/15/2022 20:00,NSW1,11/15/2022 19:27,8368,8252,8137,11/15/2022 19:27
15306,11/15/2022 20:30,NSW1,11/15/2022 19:57,8107,7995,7884,11/15/2022 19:57
15307,11/15/2022 21:00,NSW1,11/15/2022 20:27,7897,7788,7679,11/15/2022 20:27
15308,11/15/2022 21:30,NSW1,11/15/2022 20:57,7829,7721,7613,11/15/2022 20:57
15309,11/15/2022 22:00,NSW1,11/15/2022 21:27,7717,7611,7505,11/15/2022 21:27
15310,11/15/2022 22:30,NSW1,11/15/2022 21:57,7635,7530,7425,11/15/2022 21:57
15311,11/15/2022 23:00,NSW1,11/15/2022 22:27,7523,7419,7315,11/15/2022 22:27
15312,11/15/2022 23:30,NSW1,11/15/2022 22:57,7419,7316,7214,11/15/2022 22:57
15313,11/16/2022 0:00,NSW1,11/15/2022 22:57,7317,7204,7091,11/15/2022 22:57
15314,11/16/2022 0:30,NSW1,11/15/2022 23:57,7124,7026,6928,11/15/2022 23:57
15315,11/16/2022 1:00,NSW1,11/16/2022 0:27,6898,6803,6708,11/16/2022 0:27
15316,11/16/2022 1:30,NSW1,11/16/2022 0:57,6590,6499,6408,11/16/2022 0:57
15317,11/16/2022 2:00,NSW1,11/16/2022 1:27,6402,6314,6226,11/16/2022 1:27
15318,11/16/2022 2:30,NSW1,11/16/2022 1:57,6256,6170,6084,11/16/2022 1:57
15319,11/16/2022 3:00,NSW1,11/16/2022 2:27,6155,6070,5986,11/16/2022 2:27
15320,11/16/2022 3:30,NSW1,11/16/2022 2:57,6143,6058,5974,11/16/2022 2:57
15321,11/16/2022 4:00,NSW1,11/16/2022 3:27,6236,6150,6064,11/16/2022 3:27
15322,11/16/2022 4:30,NSW1,11/16/2022 3:57,6470,6381,6291,11/16/2022 3:57
15323,11/16/2022 5:00,NSW1,11/16/2022 4:27,6694,6601,6509,11/16/2022 4:27
